CustomerID,recency_days,frequency_orders,monetary_revenue,frequency_orders_c,monetary_revenue_c,recency_days_c,R,F,M,RFM,segment
15433.0,214,2,533.3,2,533.3,214.0,1,3,3,133,Others
15434.0,9,5,1041.48,5,1041.48,9.0,5,4,4,544,Champions
15435.0,23,1,149.29,1,149.29,23.0,4,1,1,411,Others
15436.0,13,3,1122.53,3,1122.53,13.0,5,3,4,534,Loyal Customers
15437.0,263,1,200.16,1,200.16,263.0,1,1,1,111,Hibernating
15438.0,132,1,156.58,1,156.58,132.0,2,1,1,211,Hibernating
15440.0,55,3,383.68,3,383.68,55.0,3,3,2,332,Others
15442.0,249,1,594.0,1,594.0,249.0,1,1,3,113,Others
15443.0,2,7,3236.91,7,3236.91,2.0,5,5,5,555,Champions
15444.0,10,2,1418.26,2,1418.26,10.0,5,3,4,534,Loyal Customers
15445.0,265,1,113.5,1,113.5,265.0,1,1,1,111,Hibernating
15447.0,331,1,155.17,1,155.17,331.0,1,1,1,111,Hibernating
15448.0,313,1,494.64,1,494.64,313.0,1,1,3,113,Others
15449.0,27,3,974.52,3,974.52,27.0,4,3,4,434,Loyal Customers
15450.0,31,1,429.84,1,429.84,31.0,4,1,2,412,Others
15452.0,30,3,538.73,3,538.73,30.0,4,3,3,433,Loyal Customers
15453.0,2,7,1388.37,7,1388.37,2.0,5,5,4,554,Champions
15454.0,363,1,179.1,1,179.1,363.0,1,1,1,111,Hibernating
15456.0,284,3,447.22,3,447.22,284.0,1,3,2,132,Others
15457.0,263,1,237.07,1,237.07,263.0,1,1,1,111,Hibernating
15458.0,26,1,161.64,1,161.64,26.0,4,1,1,411,Others
15460.0,355,1,216.76,1,216.76,355.0,1,1,1,111,Hibernating
15462.0,95,3,234.6,3,234.6,95.0,2,3,1,231,Others
15463.0,30,1,126.14,1,126.14,30.0,4,1,1,411,Others
15464.0,339,1,1048.85,1,1048.85,339.0,1,1,4,114,At Risk (High Value)
15465.0,20,18,7354.62,18,7354.62,20.0,4,5,5,455,Champions
15466.0,86,1,334.53,1,334.53,86.0,2,1,2,212,Hibernating
15467.0,10,3,524.88,3,524.88,10.0,5,3,3,533,Loyal Customers
15468.0,52,2,467.51,2,467.51,52.0,3,3,2,332,Others
15469.0,51,2,538.55,2,538.55,51.0,3,3,3,333,Others
15471.0,3,1,469.48,1,469.48,3.0,5,1,2,512,New Customers
15472.0,114,1,371.56,1,371.56,114.0,2,1,2,212,Hibernating
15473.0,15,7,1771.2,7,1771.2,15.0,4,5,4,454,Champions
15475.0,78,1,454.11,1,454.11,78.0,2,1,2,212,Hibernating
15478.0,41,2,1441.42,2,1441.42,41.0,3,3,4,334,Others
15480.0,117,1,905.5,1,905.5,117.0,2,1,3,213,Others
15482.0,16,12,11054.96,12,11054.96,16.0,4,5,5,455,Champions
15483.0,162,4,233.81,4,233.81,162.0,2,4,1,241,At Risk (High Frequency)
15484.0,2,4,3594.31,4,3594.31,2.0,5,4,5,545,Champions
15485.0,31,3,2575.0,3,2575.0,31.0,4,3,5,435,Loyal Customers
15488.0,93,1,91.32,1,91.32,93.0,2,1,1,211,Hibernating
15489.0,23,3,1134.28,3,1134.28,23.0,4,3,4,434,Loyal Customers
15491.0,96,6,3100.09,6,3100.09,96.0,2,5,5,255,At Risk (High Frequency)
15492.0,29,2,659.46,2,659.46,29.0,4,3,3,433,Loyal Customers
15493.0,33,5,2001.8,5,2001.8,33.0,4,4,4,444,Champions
15494.0,22,2,1299.23,2,1299.23,22.0,4,3,4,434,Loyal Customers
15497.0,18,2,1262.2,2,1262.2,18.0,4,3,4,434,Loyal Customers
15498.0,3,27,13316.4,27,13316.4,3.0,5,5,5,555,Champions
15500.0,9,4,1131.56,4,1131.56,9.0,5,4,4,544,Champions
15502.0,16,12,10384.93,12,10384.93,16.0,4,5,5,455,Champions
15503.0,363,1,147.09,1,147.09,363.0,1,1,1,111,Hibernating
15504.0,82,1,52.83,1,52.83,82.0,2,1,1,211,Hibernating
15505.0,53,5,3610.96,5,3610.96,53.0,3,4,5,345,Others
15506.0,23,3,979.26,3,979.26,23.0,4,3,4,434,Loyal Customers
15507.0,172,1,492.36,1,492.36,172.0,2,1,3,213,Others
15508.0,190,6,1000.27,6,1000.27,190.0,1,5,4,154,At Risk (High Frequency)
15510.0,331,1,250.0,1,250.0,331.0,1,1,1,111,Hibernating
15511.0,12,5,909.23,5,909.23,12.0,5,4,3,543,Loyal Customers
15512.0,156,2,121.0,2,121.0,156.0,2,3,1,231,Others
15513.0,34,19,14758.22,19,14758.22,34.0,3,5,5,355,Others
15514.0,13,11,4139.46,11,4139.46,13.0,5,5,5,555,Champions
15516.0,45,3,62.43,3,62.43,45.0,3,3,1,331,Others
15517.0,234,1,267.03,1,267.03,234.0,1,1,2,112,Hibernating
15518.0,65,8,1942.45,8,1942.45,65.0,3,5,4,354,Others
15520.0,2,1,343.5,1,343.5,2.0,5,1,2,512,New Customers
15521.0,41,8,3000.2,8,3000.2,41.0,3,5,5,355,Others
15522.0,33,2,398.84,2,398.84,33.0,4,3,2,432,Others
15523.0,85,1,412.01,1,412.01,85.0,2,1,2,212,Hibernating
15524.0,25,1,440.0,1,440.0,25.0,4,1,2,412,Others
15525.0,3,3,825.92,3,825.92,3.0,5,3,3,533,Loyal Customers
15526.0,34,2,148.44,2,148.44,34.0,3,3,1,331,Others
15527.0,19,8,2429.78,8,2429.78,19.0,4,5,5,455,Champions
15528.0,255,1,229.33,1,229.33,255.0,1,1,1,111,Hibernating
15529.0,23,11,3995.23,11,3995.23,23.0,4,5,5,455,Champions
15530.0,22,4,1502.35,4,1502.35,22.0,4,4,4,444,Champions
15531.0,9,2,2007.44,2,2007.44,9.0,5,3,4,534,Loyal Customers
15532.0,26,4,1580.93,4,1580.93,26.0,4,4,4,444,Champions
15533.0,20,3,807.57,3,807.57,20.0,4,3,3,433,Loyal Customers
15535.0,174,4,536.4,4,536.4,174.0,2,4,3,243,At Risk (High Frequency)
15537.0,164,1,110.92,1,110.92,164.0,2,1,1,211,Hibernating
15539.0,8,1,538.46,1,538.46,8.0,5,1,3,513,New Customers
15540.0,12,1,213.3,1,213.3,12.0,5,1,1,511,New Customers
15541.0,115,1,85.13,1,85.13,115.0,2,1,1,211,Hibernating
15543.0,289,1,127.86,1,127.86,289.0,1,1,1,111,Hibernating
15544.0,10,9,3546.71,9,3546.71,10.0,5,5,5,555,Champions
15545.0,55,2,292.72,2,292.72,55.0,3,3,2,332,Others
15547.0,8,14,4954.84,14,4954.84,8.0,5,5,5,555,Champions
15549.0,78,3,1693.26,3,1693.26,78.0,2,3,4,234,At Risk (High Value)
15550.0,5,4,575.63,4,575.63,5.0,5,4,3,543,Loyal Customers
15551.0,37,1,436.06,1,436.06,37.0,3,1,2,312,Potential Loyalists
15552.0,218,1,90.12,1,90.12,218.0,1,1,1,111,Hibernating
15553.0,61,1,437.23,1,437.23,61.0,3,1,2,312,Potential Loyalists
15554.0,278,1,217.2,1,217.2,278.0,1,1,1,111,Hibernating
15555.0,13,16,4805.17,16,4805.17,13.0,5,5,5,555,Champions
15556.0,25,1,279.77,1,279.77,25.0,4,1,2,412,Others
15557.0,29,1,473.65,1,473.65,29.0,4,1,2,412,Others
15561.0,12,4,800.59,4,800.59,12.0,5,4,3,543,Loyal Customers
15562.0,352,1,134.55,1,134.55,352.0,1,1,1,111,Hibernating
15563.0,23,4,1400.44,4,1400.44,23.0,4,4,4,444,Champions
15565.0,51,2,173.16,2,173.16,51.0,3,3,1,331,Others
15567.0,19,1,186.01,1,186.01,19.0,4,1,1,411,Others
15568.0,3,3,758.29,3,758.29,3.0,5,3,3,533,Loyal Customers
15569.0,104,5,1375.71,5,1375.71,104.0,2,4,4,244,At Risk (High Frequency)
15570.0,8,12,4165.52,12,4165.52,8.0,5,5,5,555,Champions
15571.0,12,4,650.43,4,650.43,12.0,5,4,3,543,Loyal Customers
15572.0,5,7,2552.86,7,2552.86,5.0,5,5,5,555,Champions
15573.0,32,2,607.45,2,607.45,32.0,4,3,3,433,Loyal Customers
15574.0,178,4,702.25,4,702.25,178.0,2,4,3,243,At Risk (High Frequency)
15576.0,38,1,940.67,1,940.67,38.0,3,1,3,313,Potential Loyalists
15577.0,152,3,258.88,3,258.88,152.0,2,3,2,232,Others
15578.0,163,1,127.1,1,127.1,163.0,2,1,1,211,Hibernating
15579.0,69,2,348.6,2,348.6,69.0,3,3,2,332,Others
15581.0,121,13,3679.97,13,3679.97,121.0,2,5,5,255,At Risk (High Frequency)
15582.0,25,3,682.91,3,682.91,25.0,4,3,3,433,Loyal Customers
15584.0,24,4,725.11,4,725.11,24.0,4,4,3,443,Loyal Customers
15585.0,177,1,455.3,1,455.3,177.0,2,1,2,212,Hibernating
15587.0,51,4,913.68,4,913.68,51.0,3,4,3,343,Others
15589.0,256,3,478.53,3,478.53,256.0,1,3,2,132,Others
15592.0,47,1,388.58,1,388.58,47.0,3,1,2,312,Potential Loyalists
15593.0,71,1,199.8,1,199.8,71.0,3,1,1,311,Potential Loyalists
15594.0,16,5,1771.78,5,1771.78,16.0,4,4,4,444,Champions
15596.0,101,5,1406.59,5,1406.59,101.0,2,4,4,244,At Risk (High Frequency)
15597.0,36,1,324.57,1,324.57,36.0,3,1,2,312,Potential Loyalists
15598.0,54,1,240.68,1,240.68,54.0,3,1,1,311,Potential Loyalists
15599.0,27,2,761.74,2,761.74,27.0,4,3,3,433,Loyal Customers
15601.0,12,14,6776.56,14,6776.56,12.0,5,5,5,555,Champions
15602.0,9,9,1297.87,9,1297.87,9.0,5,5,4,554,Champions
15603.0,79,1,48.48,1,48.48,79.0,2,1,1,211,Hibernating
15604.0,53,1,216.39,1,216.39,53.0,3,1,1,311,Potential Loyalists
15605.0,37,5,1198.23,5,1198.23,37.0,3,4,4,344,Others
15606.0,62,9,2920.16,9,2920.16,62.0,3,5,5,355,Others
15607.0,337,1,104.76,1,104.76,337.0,1,1,1,111,Hibernating
15608.0,29,4,1093.68,4,1093.68,29.0,4,4,4,444,Champions
15609.0,185,1,298.48,1,298.48,185.0,1,1,2,112,Hibernating
15610.0,52,1,112.46,1,112.46,52.0,3,1,1,311,Potential Loyalists
15611.0,10,13,1591.45,13,1591.45,10.0,5,5,4,554,Champions
15612.0,37,2,195.15,2,195.15,37.0,3,3,1,331,Others
15615.0,11,23,10399.74,23,10399.74,11.0,5,5,5,555,Champions
15618.0,33,4,776.85,4,776.85,33.0,4,4,3,443,Loyal Customers
15619.0,11,1,336.4,1,336.4,11.0,5,1,2,512,New Customers
15620.0,57,3,1553.18,3,1553.18,57.0,3,3,4,334,Others
15621.0,5,4,1293.03,4,1293.03,5.0,5,4,4,544,Champions
15622.0,44,9,3709.56,9,3709.56,44.0,3,5,5,355,Others
15623.0,142,1,301.03,1,301.03,142.0,2,1,2,212,Hibernating
15624.0,117,4,588.13,4,588.13,117.0,2,4,3,243,At Risk (High Frequency)
15625.0,104,4,1534.26,4,1534.26,104.0,2,4,4,244,At Risk (High Frequency)
15626.0,75,2,675.8,2,675.8,75.0,2,3,3,233,Others
15628.0,5,9,2870.24,9,2870.24,5.0,5,5,5,555,Champions
15630.0,46,2,1186.35,2,1186.35,46.0,3,3,4,334,Others
15632.0,16,8,3285.31,8,3285.31,16.0,4,5,5,455,Champions
15634.0,18,1,243.55,1,243.55,18.0,4,1,1,411,Others
15636.0,90,2,724.76,2,724.76,90.0,2,3,3,233,Others
15637.0,53,1,223.36,1,223.36,53.0,3,1,1,311,Potential Loyalists
15639.0,135,1,425.32,1,425.32,135.0,2,1,2,212,Hibernating
15640.0,5,15,12515.66,15,12515.66,5.0,5,5,5,555,Champions
15641.0,106,4,1887.2,4,1887.2,106.0,2,4,4,244,At Risk (High Frequency)
15643.0,192,3,664.0,3,664.0,192.0,1,3,3,133,Others
15644.0,167,4,813.0,4,813.0,167.0,2,4,3,243,At Risk (High Frequency)
15645.0,19,1,612.01,1,612.01,19.0,4,1,3,413,Others
15646.0,158,3,447.64,3,447.64,158.0,2,3,2,232,Others
15648.0,205,2,657.35,2,657.35,205.0,1,3,3,133,Others
15649.0,337,2,816.0,2,816.0,337.0,1,3,3,133,Others
15651.0,37,3,646.3,3,646.3,37.0,3,3,3,333,Others
15652.0,92,1,337.74,1,337.74,92.0,2,1,2,212,Hibernating
15653.0,93,2,877.44,2,877.44,93.0,2,3,3,233,Others
15654.0,10,2,922.53,2,922.53,10.0,5,3,3,533,Loyal Customers
15655.0,244,1,560.67,1,560.67,244.0,1,1,3,113,Others
15656.0,46,4,748.5,4,748.5,46.0,3,4,3,343,Others
15657.0,23,1,30.0,1,30.0,23.0,4,1,1,411,Others
15658.0,191,5,1024.1,5,1024.1,191.0,1,4,4,144,At Risk (High Frequency)
15659.0,44,1,306.45,1,306.45,44.0,3,1,2,312,Potential Loyalists
15660.0,26,9,1600.86,9,1600.86,26.0,4,5,4,454,Champions
15661.0,318,2,309.8,2,309.8,318.0,1,3,2,132,Others
15663.0,107,1,138.14,1,138.14,107.0,2,1,1,211,Hibernating
15664.0,51,1,386.43,1,386.43,51.0,3,1,2,312,Potential Loyalists
15665.0,169,2,2242.01,2,2242.01,169.0,2,3,5,235,At Risk (High Value)
15667.0,40,1,301.32,1,301.32,40.0,3,1,2,312,Potential Loyalists
15668.0,218,1,76.32,1,76.32,218.0,1,1,1,111,Hibernating
15669.0,41,4,684.34,4,684.34,41.0,3,4,3,343,Others
15670.0,297,1,173.05,1,173.05,297.0,1,1,1,111,Hibernating
15671.0,19,7,2657.13,7,2657.13,19.0,4,5,5,455,Champions
15673.0,89,4,2881.02,4,2881.02,89.0,2,4,5,245,At Risk (High Frequency)
15674.0,74,5,2446.6,5,2446.6,74.0,2,4,5,245,At Risk (High Frequency)
15675.0,82,3,323.69,3,323.69,82.0,2,3,2,232,Others
15676.0,19,3,3435.76,3,3435.76,19.0,4,3,5,435,Loyal Customers
15677.0,50,1,657.23,1,657.23,50.0,3,1,3,313,Potential Loyalists
15678.0,53,1,352.7,1,352.7,53.0,3,1,2,312,Potential Loyalists
15679.0,25,4,781.28,4,781.28,25.0,4,4,3,443,Loyal Customers
15680.0,10,3,1333.68,3,1333.68,10.0,5,3,4,534,Loyal Customers
15681.0,26,5,1426.16,5,1426.16,26.0,4,4,4,444,Champions
15683.0,118,1,193.75,1,193.75,118.0,2,1,1,211,Hibernating
15687.0,9,9,2993.1,9,2993.1,9.0,5,5,5,555,Champions
15689.0,120,2,254.1,2,254.1,120.0,2,3,2,232,Others
15690.0,5,2,239.76,2,239.76,5.0,5,3,1,531,Others
15691.0,253,1,136.8,1,136.8,253.0,1,1,1,111,Hibernating
15692.0,29,1,191.04,1,191.04,29.0,4,1,1,411,Others
15694.0,1,14,6479.4,14,6479.4,1.0,5,5,5,555,Champions
15695.0,267,2,409.98,2,409.98,267.0,1,3,2,132,Others
15696.0,34,8,2736.46,8,2736.46,34.0,3,5,5,355,Others
15699.0,18,1,309.65,1,309.65,18.0,4,1,2,412,Others
15700.0,173,2,696.68,2,696.68,173.0,2,3,3,233,Others
15701.0,3,4,1542.14,4,1542.14,3.0,5,4,4,544,Champions
15703.0,265,1,211.5,1,211.5,265.0,1,1,1,111,Hibernating
15704.0,141,4,2293.62,4,2293.62,141.0,2,4,5,245,At Risk (High Frequency)
15705.0,202,1,143.1,1,143.1,202.0,1,1,1,111,Hibernating
15706.0,64,4,1060.56,4,1060.56,64.0,3,4,4,344,Others
15707.0,36,4,945.58,4,945.58,36.0,3,4,4,344,Others
15708.0,41,7,3364.24,7,3364.24,41.0,3,5,5,355,Others
15709.0,284,1,133.25,1,133.25,284.0,1,1,1,111,Hibernating
15712.0,10,5,1072.36,5,1072.36,10.0,5,4,4,544,Champions
15713.0,144,2,356.7,2,356.7,144.0,2,3,2,232,Others
15714.0,12,2,330.88,2,330.88,12.0,5,3,2,532,Others
15716.0,146,4,1118.81,4,1118.81,146.0,2,4,4,244,At Risk (High Frequency)
15717.0,235,1,150.3,1,150.3,235.0,1,1,1,111,Hibernating
15719.0,33,13,5045.61,13,5045.61,33.0,4,5,5,455,Champions
15720.0,25,1,598.73,1,598.73,25.0,4,1,3,413,Others
15721.0,12,1,507.08,1,507.08,12.0,5,1,3,513,New Customers
15722.0,36,5,2222.56,5,2222.56,36.0,3,4,5,345,Others
15723.0,365,1,203.1,1,203.1,365.0,1,1,1,111,Hibernating
15724.0,202,2,218.25,2,218.25,202.0,1,3,1,131,Others
15725.0,16,1,415.25,1,415.25,16.0,4,1,2,412,Others
15727.0,17,7,5178.96,7,5178.96,17.0,4,5,5,455,Champions
15729.0,213,1,85.0,1,85.0,213.0,1,1,1,111,Hibernating
15730.0,66,3,1120.88,3,1120.88,66.0,3,3,4,334,Others
15732.0,213,2,294.12,2,294.12,213.0,1,3,2,132,Others
15733.0,283,1,162.3,1,162.3,283.0,1,1,1,111,Hibernating
15734.0,115,2,1339.45,2,1339.45,115.0,2,3,4,234,At Risk (High Value)
15737.0,15,8,1205.12,8,1205.12,15.0,4,5,4,454,Champions
15738.0,19,16,4812.42,16,4812.42,19.0,4,5,5,455,Champions
15739.0,67,1,449.12,1,449.12,67.0,3,1,2,312,Potential Loyalists
15740.0,50,1,154.88,1,154.88,50.0,3,1,1,311,Potential Loyalists
15743.0,17,4,784.46,4,784.46,17.0,4,4,3,443,Loyal Customers
15744.0,78,1,34.8,1,34.8,78.0,2,1,1,211,Hibernating
15745.0,20,4,1094.59,4,1094.59,20.0,4,4,4,444,Champions
15746.0,135,1,196.88,1,196.88,135.0,2,1,1,211,Hibernating
15747.0,13,3,974.04,3,974.04,13.0,5,3,4,534,Loyal Customers
15748.0,41,1,149.31,1,149.31,41.0,3,1,1,311,Potential Loyalists
15749.0,236,3,44534.3,3,19880.99570000001,236.0,1,3,5,135,At Risk (High Value)
15750.0,3,8,2465.48,8,2465.48,3.0,5,5,5,555,Champions
15752.0,40,7,2637.38,7,2637.38,40.0,3,5,5,355,Others
15753.0,305,1,79.2,1,79.2,305.0,1,1,1,111,Hibernating
15754.0,52,3,458.57,3,458.57,52.0,3,3,2,332,Others
15755.0,11,6,2364.25,6,2364.25,11.0,5,5,5,555,Champions
15756.0,62,4,532.96,4,532.96,62.0,3,4,3,343,Others
15757.0,66,2,714.42,2,714.42,66.0,3,3,3,333,Others
15758.0,25,1,205.25,1,205.25,25.0,4,2,1,421,Others
15759.0,219,3,253.04,3,253.04,219.0,1,3,2,132,Others
15762.0,66,2,583.75,2,583.75,66.0,3,3,3,333,Others
15763.0,32,2,1086.92,2,1086.92,32.0,4,3,4,434,Loyal Customers
15764.0,89,6,3279.97,6,3279.97,89.0,2,5,5,255,At Risk (High Frequency)
15766.0,65,1,315.06,1,315.06,65.0,3,2,2,322,Potential Loyalists
15768.0,116,3,621.83,3,621.83,116.0,2,4,3,243,At Risk (High Frequency)
15769.0,8,26,56252.72,26,19880.99570000001,8.0,5,5,5,555,Champions
15773.0,6,1,635.68,1,635.68,6.0,5,2,3,523,New Customers
15774.0,69,1,270.8,1,270.8,69.0,3,2,2,322,Potential Loyalists
15775.0,246,1,104.9,1,104.9,246.0,1,2,1,121,Hibernating
15776.0,134,1,241.62,1,241.62,134.0,2,2,1,221,Hibernating
15777.0,242,4,1047.11,4,1047.11,242.0,1,4,4,144,At Risk (High Frequency)
15780.0,184,3,475.28,3,475.28,184.0,1,4,2,142,At Risk (High Frequency)
15781.0,26,3,345.46,3,345.46,26.0,4,4,2,442,Others
15782.0,10,3,2614.74,3,2614.74,10.0,5,4,5,545,Champions
15783.0,11,1,246.3,1,246.3,11.0,5,2,1,521,New Customers
15785.0,33,5,2328.97,5,2328.97,33.0,4,4,5,445,Champions
15786.0,47,3,4932.2,3,4932.2,47.0,3,4,5,345,Others
15787.0,27,3,948.05,3,948.05,27.0,4,4,4,444,Champions
15789.0,359,1,351.3,1,351.3,359.0,1,2,2,122,Hibernating
15790.0,11,1,220.85,1,220.85,11.0,5,2,1,521,New Customers
15791.0,44,2,1612.69,2,1612.69,44.0,3,3,4,334,Others
15793.0,15,3,965.61,3,965.61,15.0,4,4,4,444,Champions
15795.0,150,1,610.01,1,610.01,150.0,2,2,3,223,Others
15796.0,2,8,2711.56,8,2711.56,2.0,5,5,5,555,Champions
15797.0,114,4,2207.4,4,2207.4,114.0,2,4,5,245,At Risk (High Frequency)
15799.0,76,3,884.14,3,884.14,76.0,2,4,3,243,At Risk (High Frequency)
15800.0,108,2,699.08,2,699.08,108.0,2,3,3,233,Others
15801.0,47,3,1063.95,3,1063.95,47.0,3,4,4,344,Others
15802.0,143,1,451.42,1,451.42,143.0,2,2,2,222,Hibernating
15803.0,52,1,415.82,1,415.82,52.0,3,2,2,322,Potential Loyalists
15804.0,1,13,4206.39,13,4206.39,1.0,5,5,5,555,Champions
15805.0,24,17,5528.48,17,5528.48,24.0,4,5,5,455,Champions
15806.0,47,3,784.58,3,784.58,47.0,3,4,3,343,Others
15807.0,51,3,903.9,3,903.9,51.0,3,4,3,343,Others
15808.0,307,4,3734.97,4,3734.97,307.0,1,4,5,145,At Risk (High Frequency)
15809.0,37,5,515.77,5,515.77,37.0,3,4,3,343,Others
15810.0,79,4,1391.98,4,1391.98,79.0,2,4,4,244,At Risk (High Frequency)
15811.0,23,6,2218.62,6,2218.62,23.0,4,5,5,455,Champions
15812.0,108,5,1801.14,5,1801.14,108.0,2,4,4,244,At Risk (High Frequency)
15813.0,208,2,1303.91,2,1303.91,208.0,1,3,4,134,At Risk (High Value)
15814.0,17,4,1945.33,4,1945.33,17.0,4,4,4,444,Champions
15815.0,64,5,2100.6,5,2100.6,64.0,3,4,5,345,Others
15819.0,50,4,1905.45,4,1905.45,50.0,3,4,4,344,Others
15820.0,320,1,206.98,1,206.98,320.0,1,2,1,121,Hibernating
15821.0,45,2,570.96,2,570.96,45.0,3,3,3,333,Others
15822.0,4,2,885.47,2,885.47,4.0,5,3,3,533,Loyal Customers
15823.0,373,1,15.0,1,15.0,369.6300000000001,1,2,1,121,Hibernating
15825.0,173,1,532.94,1,532.94,173.0,2,2,3,223,Others
15826.0,57,3,1654.31,3,1654.31,57.0,3,4,4,344,Others
15827.0,74,14,1836.09,14,1836.09,74.0,2,5,4,254,At Risk (High Frequency)
15829.0,100,2,636.14,2,636.14,100.0,2,3,3,233,Others
15830.0,38,1,576.0,1,576.0,38.0,3,2,3,323,Potential Loyalists
15831.0,59,3,801.76,3,801.76,59.0,3,4,3,343,Others
15832.0,255,1,836.79,1,836.79,255.0,1,2,3,123,Others
15834.0,71,4,2233.75,4,2233.75,71.0,3,4,5,345,Others
15835.0,45,4,954.09,4,954.09,45.0,3,4,4,344,Others
15836.0,51,1,137.37,1,137.37,51.0,3,2,1,321,Potential Loyalists
15837.0,65,1,391.98,1,391.98,65.0,3,2,2,322,Potential Loyalists
15838.0,12,19,33643.08,19,19880.99570000001,12.0,5,5,5,555,Champions
15839.0,34,3,1048.49,3,1048.49,34.0,3,4,4,344,Others
15840.0,59,2,355.56,2,355.56,59.0,3,3,2,332,Others
15841.0,73,4,1224.06,4,1224.06,73.0,2,4,4,244,At Risk (High Frequency)
15843.0,304,1,118.95,1,118.95,304.0,1,2,1,121,Hibernating
15844.0,47,1,130.74,1,130.74,47.0,3,2,1,321,Potential Loyalists
15845.0,18,8,3711.77,8,3711.77,18.0,4,5,5,455,Champions
15847.0,39,2,389.27,2,389.27,39.0,3,3,2,332,Others
15850.0,20,2,238.85,2,238.85,20.0,4,3,1,431,Others
15852.0,187,2,160.71,2,160.71,187.0,1,3,1,131,Others
15853.0,52,1,110.8,1,110.8,52.0,3,2,1,321,Potential Loyalists
15854.0,5,12,2974.65,12,2974.65,5.0,5,5,5,555,Champions
15855.0,137,5,712.24,5,712.24,137.0,2,4,3,243,At Risk (High Frequency)
15856.0,5,27,16387.57,27,16387.57,5.0,5,5,5,555,Champions
15857.0,19,1,297.0,1,297.0,19.0,4,2,2,422,Others
15858.0,16,5,1438.85,5,1438.85,16.0,4,4,4,444,Champions
15860.0,41,8,977.21,8,977.21,41.0,3,5,4,354,Others
15861.0,13,8,3165.36,8,3165.36,13.0,5,5,5,555,Champions
15862.0,9,4,832.88,4,832.88,9.0,5,4,3,543,Loyal Customers
15863.0,26,2,68.84,2,68.84,26.0,4,3,1,431,Others
15864.0,23,6,1936.32,6,1936.32,23.0,4,5,4,454,Champions
15865.0,41,3,895.13,3,895.13,41.0,3,4,3,343,Others
15866.0,102,1,230.53,1,230.53,102.0,2,2,1,221,Hibernating
15867.0,6,15,3812.64,15,3812.64,6.0,5,5,5,555,Champions
15869.0,278,2,149.64,2,149.64,278.0,1,3,1,131,Others
15870.0,33,1,354.09,1,354.09,33.0,4,2,2,422,Others
15872.0,15,2,360.93,2,360.93,15.0,4,3,2,432,Others
15874.0,64,7,4405.88,7,4405.88,64.0,3,5,5,355,Others
15877.0,2,2,493.28,2,493.28,2.0,5,3,3,533,Loyal Customers
15880.0,370,1,343.28,1,343.28,369.6300000000001,1,2,2,122,Hibernating
15881.0,313,5,501.39,5,501.39,313.0,1,4,3,143,At Risk (High Frequency)
15882.0,199,4,516.36,4,516.36,199.0,1,4,3,143,At Risk (High Frequency)
15883.0,3,2,396.48,2,396.48,3.0,5,3,2,532,Others
15885.0,93,3,379.35,3,379.35,93.0,2,4,2,242,At Risk (High Frequency)
15886.0,61,1,181.09,1,181.09,61.0,3,2,1,321,Potential Loyalists
15888.0,81,1,168.31,1,168.31,81.0,2,2,1,221,Hibernating
15889.0,157,2,446.87,2,446.87,157.0,2,3,2,232,Others
15891.0,227,1,524.52,1,524.52,227.0,1,2,3,123,Others
15894.0,254,2,263.55,2,263.55,254.0,1,3,2,132,Others
15895.0,150,1,179.17,1,179.17,150.0,2,2,1,221,Hibernating
15897.0,195,2,222.05,2,222.05,195.0,1,3,1,131,Others
15898.0,2,5,1388.88,5,1388.88,2.0,5,4,4,544,Champions
15899.0,369,1,56.25,1,56.25,369.0,1,2,1,121,Hibernating
15900.0,24,1,351.11,1,351.11,24.0,4,2,2,422,Others
15901.0,17,3,363.88,3,363.88,17.0,4,4,2,442,Others
15903.0,10,7,5126.76,7,5126.76,10.0,5,5,5,555,Champions
15904.0,9,1,164.68,1,164.68,9.0,5,2,1,521,New Customers
15906.0,20,7,1567.69,7,1567.69,20.0,4,5,4,454,Champions
15907.0,4,3,967.45,3,967.45,4.0,5,4,4,544,Champions
15909.0,174,1,191.94,1,191.94,174.0,2,2,1,221,Hibernating
15910.0,1,8,1232.18,8,1232.18,1.0,5,5,4,554,Champions
15912.0,179,2,264.62,2,264.62,179.0,2,3,2,232,Others
15916.0,17,8,1528.09,8,1528.09,17.0,4,5,4,454,Champions
15917.0,248,1,123.1,1,123.1,248.0,1,2,1,121,Hibernating
15918.0,191,2,334.23,2,334.23,191.0,1,3,2,132,Others
15919.0,20,2,639.89,2,639.89,20.0,4,3,3,433,Loyal Customers
15920.0,155,4,167.5,4,167.5,155.0,2,4,1,241,At Risk (High Frequency)
15921.0,173,1,336.03,1,336.03,173.0,2,2,2,222,Hibernating
15922.0,374,1,369.5,1,369.5,369.6300000000001,1,2,2,122,Hibernating
15923.0,373,1,127.08,1,127.08,369.6300000000001,1,2,1,121,Hibernating
15925.0,195,1,207.15,1,207.15,195.0,1,2,1,121,Hibernating
15930.0,68,1,426.63,1,426.63,68.0,3,2,2,322,Potential Loyalists
15932.0,5,8,2495.87,8,2495.87,5.0,5,5,5,555,Champions
15933.0,22,3,1107.46,3,1107.46,22.0,4,4,4,444,Champions
15935.0,240,2,416.86,2,416.86,240.0,1,3,2,132,Others
15937.0,65,1,145.35,1,145.35,65.0,3,2,1,321,Potential Loyalists
15938.0,113,5,404.58,5,404.58,113.0,2,4,2,242,At Risk (High Frequency)
